comment_id,comment_time,comment_text,user_id,latitude,longitude
246,1595879805, Тухлая капуста.  Канализация (сероводород). ,232,54.6057792872751,39.8316361863016
247,1595879936," Мазут, нефтепродукты.  Фекалии. ",233,54.6017571044914,39.7075681241574
248,1595880088, Тухлая капуста.  Сера.  Сероводород. ,108,54.6059271888246,39.719313430918
249,1595880304," Мазут, нефтепродукты.  Канализация (сероводород). ",60,54.6039153805835,39.7375735097889
250,1595880336, Тухлая капуста.  Канализация (сероводород). ,234,54.6037598379818,39.7579924641612
251,1595880355, Канализация (сероводород). ,235,54.596648289395,39.8254624368159
252,1595880702," Канализация (сероводород).  Дышать не возможно! Вышли с ребёнком из гостей,  еле добежали  до дома и задраили все форточки. Запах не выносимый , аж глаза режет. . ",236,54.6075781718416,39.8399579911849
253,1595880819, Фекалии.  Тухлая капуста. ,237,54.6026652555275,39.7946648426994
254,1595880921, Сера.  Канализация (сероводород).  Сладковатый запах (фенол). ,238,54.6123925503254,39.8189214525158
255,1595881059, Канализация (сероводород).  Сера.  Газ. ,239,54.5547464980796,39.8326981106854
256,1595881212, Чистый воздух! . ,39,54.6479666413874,39.774528016481
257,1595881283, Канализация (сероводород). ,102,54.6170214936034,39.8043105280831
258,1595881320, Канализация (сероводород).  Запах куриного помета.. ,240,54.647496374482,39.6505476510985
259,1595881654, Канализация (сероводород).  Тухлая капуста.  Сладковатый запах (фенол). ,241,54.606959405119,39.8184552986429
260,1595881862, Тухлая капуста.  Канализация (сероводород). ,242,54.6223003545253,39.7914777498775
261,1595881870, Гарь.  Сера. ,243,54.6034446357626,39.7962955556633
262,1595882050, Канализация (сероводород). ,96,54.6073468392398,39.7530886103284
263,1595882203, Канализация (сероводород). ,244,54.6232966669814,39.7816201756245
264,1595882330, Тухлая капуста. ,246,54.6403174612854,39.6716329265654
265,1595882490," Мазут, нефтепродукты.  Сера. ",247,54.6123184233113,39.712517320517
266,1595882770, Канализация (сероводород).  Тухлая капуста. ,249,54.6052020663819,39.8341163250272
267,1595883571, Канализация (сероводород).  Дым. ,252,54.6219071237123,39.7948545280745
268,1595883897, Запах горелых отходов. ,112,54.6013728338392,39.8318623393609
269,1595883937," Мазут, нефтепродукты. ",253,54.6028053654392,39.7537599964194
270,1595884009, Запах навоза .  Сладковатый запах (фенол). ,250,54.6175582910625,39.81222835497
271,1595884794, Сладковатый запах (фенол).  Канализация (сероводород). ,100,54.6178677934822,39.8115847598101
272,1595885211, Канализация (сероводород).  Сера.  Сладковатый запах (фенол). ,256,54.6307582114323,39.7707554612709
273,1595885471, Канализация (сероводород).  Сладковатый запах (фенол). ,257,54.6385973409281,39.7610736248724
274,1595885826, Сладковатый запах (фенол). ,258,54.6029711958325,39.7535481422738
275,1595886125, Тухлая капуста.  Канализация (сероводород).  Сера. ,259,54.6041661029197,39.8151705812315
276,1595886226, Канализация (сероводород). ,260,54.6184222698555,39.7200459364698
277,1595886230," Газ.  Выхлопные газы.  Мазут, нефтепродукты. ",79,54.6147589308719,39.7161965599544
278,1595886729, Сера.  Канализация (сероводород). ,261,54.6029918462123,39.8338100157095
279,1595887482, Канализация (сероводород). ,262,54.6041402190625,39.8633493712027
280,1595887691, Тухлая капуста.  Канализация (сероводород).  Вонь невообразимая блевотиной. Целый день. Во всем городе. . ,263,54.6011354964558,39.8336435481207
281,1595888520, Канализация (сероводород).  Дым.  Газ. ,264,54.5310248706012,39.7843002425199
282,1595891435, Канализация (сероводород).  Навоз. ,265,54.6103615275424,39.7536851785478
283,1595893190, Сера.  Газ.  Канализация (сероводород). ,266,54.6014375230307,39.7907430758806
284,1595894870, Выхлопные газы.  Гарь.  Газ. ,267,54.6232819514792,39.7882042152091
285,1595895718, Канализация (сероводород).  Тухлая капуста.  Выхлопные газы. ,268,54.6106054677595,39.6797368595499
286,1595904127, Канализация (сероводород).  Сера. ,269,54.6126530945592,39.8034985673759
287,1595905367, Сладковатый запах (фенол). ,98,54.6028854722374,39.7599075243551
288,1595908523, Выхлопные газы.  Канализация (сероводород).  Дым. ,271,54.6534695960086,39.6258236083985
289,1595910561, Сладковатый запах (фенол).  Газ. ,272,54.524756438185,39.8825407294922
290,1595910616, Канализация (сероводород).  Тухлая капуста. ,273,54.6033519500231,39.791282802045
291,1595911230," Мазут, нефтепродукты. ",275,54.6077962400818,39.8061385209076
292,1595911668, Тухлая капуста.  Канализация (сероводород).  Сладковатый запах (фенол). ,274,54.6012711447527,39.820819754181
293,1595911844," Мазут, нефтепродукты.  Гарь. ",243,54.6034281145188,39.7962491418966
